#id	warrant0	warrant1	correctLabelW0orW1	reason	claim	debateTitle	debateInfo
4425252_187_A247LJDZOGXJK6	most students will not get jobs that require them to be able to form an argument	most students will get jobs that require them to be able to form an argument	1	Writing research papers helps students to learn how to make valid arguments and find reliable sources which is important in today's information society.	Research papers are a useful exercise for college students	Are Research Papers a Waste of Time?	Has the Internet made research papers a useless exercise for college students? Is there a better way to assess knowledge?
5446784_129_APW9F8OTJ4KXO	it is sometimes worth taking a loss in order to gain valuable experience	it is not worth taking a loss in order to gain valuable experience	1	Unpaid internships can cost a person more than they provide.	Unpaid internship exploit college students	Do Unpaid Internships Exploit College Students?	Should the government get tough to protect unpaid interns, or are internships a win-win?
2564576_760_AB98SGS280TY5	Workers are not a reflection of their city.	Workers are a reflection of their city.	0	You cannot decide what is and is not acceptable religious belief.	Speech cannot be limited for public workers	Can Speech Be Limited for Public Workers?	Should a New Jersey transit worker be fired for burning a Koran in his off-duty hours?
11968452_94_A1I4CYG5YDFTYM	marijuana doesn't lead to other drug use	often times marijuana leads to other drug use	0	Research on marijuana was conducted for 20 years before being made legal in Colorado.	Colorado didn't go too far with pot	Did Colorado Go Too Far With Pot?	Was the move to legalize marijuana done too quickly? Do changes need to be made to their approach?
3171944_387_A247LJDZOGXJK6	people whose children attend public schools should not pay higher taxes	people whose children attend public schools should pay higher taxes	0	By giving a tax break to home-schoolers we increase the tax burden on everyone else for providing for public schools.	Home schoolers do not deserve a tax break	Do Home Schoolers Deserve a Tax Break?	Some conservatives want a federal credit for families who teach their children at home. What are its chances in the new Congress?
2566415_0_A34QZDSTKZ3JO9	workers always represent themselves even at work	workers always represent the company they work for	0	Workers should have right to speech if they do it on their own time with their own resources, representing themselves.	Speech cannot be limited for public workers	Can Speech Be Limited for Public Workers?	Should a New Jersey transit worker be fired for burning a Koran in his off-duty hours?
13237789_21_A3C9GGDXBZW62D	constitutional rights should not have prerequisites	constitutional rights should have prerequisites	0	There should be more prerequisites to voting than being alive.	Voting should not be a constitutional right	Should Voting Be a Constitutional Right?	Should a constitutional amendment guarantee the right to vote, to fend off efforts that inhibit and restrict voting?
4801633_107_A1CF6U3GF7DZEJ	it also lacks economic stability	it does not lack economic stability	1	Greece lacks the central economic authority to leave the Euro Zone.	Greece will not destroy the Euro Zone	Will Greece Destroy the Euro Zone?	The collapse of the Papandreou government may undo European efforts to restructure debt and hold the union together.
8390396_127_A104V8NZIQFN2F	regular public schools are not failing	regular public schools are failing	0	Preschool will help children transition into regular schooling.	Public preschool is a smart investment	Is Public Preschool a Smart Investment?	Would quality child care that included a preschool curriculum be a better national goal?
12015274_65_A34QZDSTKZ3JO9	even bad teachers won't lose their jobs	even bad teachers don't lose their jobs	1	Tenure allows for teachers who drink on the job or fall asleep at their desks to bargain for bonuses and increased retirement in order to get rid of them.	Tenure protects bad teachers	Does Tenure Protect Bad Teachers or Good Schools?	Do job protections prevent bad faculty from being removed or do they provide for greater stability in a demanding, low-paid profession?
9045292_250_AE861G0AY5RGT	the US should have to make decisions based on other nations wishes	the US doesn't have to make decisions based on other nations wishes	0	Players in the rest of the world don't want a higher basket.	Rim should not be raised	Raise the Rim?	Many basketball players today are a foot taller than players were in the 1800s; the rim is no longer out of reach. Should it be raised?
9950813_10_A104V8NZIQFN2F	customers can't bring their own salt	customers can bring their own salt	0	Restaurants should not impose their will on customers and allow customers to salt food to their own tastes.	Salt should have a place at the table	Should Salt Have a Place at the Table?	More restaurants have been doing without salt shakers. Some chefs say that's sensible. Some diners find it annoying.
2698446_334_A34QZDSTKZ3JO9	the money is lacking	the money is not lacking	1	In my opinion if money is lacking then it needs to be spent more wisely in the humanities to ensure that every field has a grounding in them.	Colleges need humanities programs	Do Colleges Need French Departments?	With humanities programs being cut at many universities, what do students stand to lose?
